species_name,birdlife_id,birdlife_common_name,ebird_id,ebird_common_name,ebird_species_fullname,ebird_species_name,jetz_species_name
Ducula basilica,22725292,Cinnamon-bellied Imperial-pigeon,2793,Cinnamon-bellied Imperial-Pigeon (Gray-naped),Ducula basilica basilica,Ducula basilica,Ducula_basilica
Ducula basilica,22725292,Cinnamon-bellied Imperial-pigeon,2794,Cinnamon-bellied Imperial-Pigeon (Golden-naped),Ducula basilica obiensis,Ducula basilica,Ducula_basilica
Ducula finschii,22691729,Finsch's Imperial-pigeon,2795,Finsch's Imperial-Pigeon,Ducula finschii,Ducula finschii,Ducula_finschii
Ducula chalconota,22691734,Shining Imperial-pigeon,2796,Rufescent Imperial-Pigeon,Ducula chalconota,Ducula chalconota,Ducula_chalconota
Ducula chalconota,22691734,Shining Imperial-pigeon,2797,Rufescent Imperial-Pigeon (Purple-rumped),Ducula chalconota chalconota,Ducula chalconota,Ducula_chalconota
Ducula chalconota,22691734,Shining Imperial-pigeon,2798,Rufescent Imperial-Pigeon (Green-rumped),Ducula chalconota smaragdina,Ducula chalconota,Ducula_chalconota
Ducula pistrinaria,22691694,Island Imperial-pigeon,2799,Island Imperial-Pigeon,Ducula pistrinaria,Ducula pistrinaria,Ducula_pistrinaria
Ducula rosacea,22691705,Pink-headed Imperial-pigeon,2804,Pink-headed Imperial-Pigeon,Ducula rosacea,Ducula rosacea,Ducula_rosacea
Ducula whartoni,22691699,Christmas Island Imperial-pigeon,2805,Christmas Island Imperial-Pigeon,Ducula whartoni,Ducula whartoni,Ducula_whartoni
Ducula pickeringii,22691710,Grey Imperial-pigeon,2806,Gray Imperial-Pigeon,Ducula pickeringii,Ducula pickeringii,Ducula_pickeringii
Ducula latrans,22691739,Barking Imperial-pigeon,2810,Peale's Imperial-Pigeon,Ducula latrans,Ducula latrans,Ducula_latrans
Ducula brenchleyi,22691744,Chestnut-bellied Imperial-pigeon,2811,Chestnut-bellied Imperial-Pigeon,Ducula brenchleyi,Ducula brenchleyi,Ducula_brenchleyi
Ducula bakeri,22691749,Vanuatu Imperial-pigeon,2812,Baker's Imperial-Pigeon,Ducula bakeri,Ducula bakeri,Ducula_bakeri
Ducula goliath,22691754,New Caledonian Imperial-pigeon,2813,New Caledonian Imperial-Pigeon,Ducula goliath,Ducula goliath,Ducula_goliath
Ducula pinon,22691760,Pinon's Imperial-pigeon,2814,Pinon's Imperial-Pigeon,Ducula pinon,Ducula pinon,Ducula_pinon
Ducula pinon,22691760,Pinon's Imperial-pigeon,2815,Pinon's Imperial-Pigeon (Gray-headed),Ducula pinon pinon/jobiensis,Ducula pinon,Ducula_pinon
Ducula pinon,22691760,Pinon's Imperial-pigeon,2818,Pinon's Imperial-Pigeon (Pink-headed),Ducula pinon salvadorii,Ducula pinon,Ducula_pinon
Ducula melanochroa,22691765,Bismarck Imperial-pigeon,2819,Bismarck Imperial-Pigeon,Ducula melanochroa,Ducula melanochroa,Ducula_melanochroa
Ducula mullerii,22691770,Collared Imperial-pigeon,2820,Collared Imperial-Pigeon,Ducula mullerii,Ducula mullerii,Ducula_mullerii
Ducula zoeae,22691775,Zoe's Imperial-pigeon,2823,Zoe's Imperial-Pigeon,Ducula zoeae,Ducula zoeae,Ducula_zoeae
Ducula cuprea,22727864,Nilgiri Imperial-pigeon,2824,Malabar Imperial-Pigeon,Ducula cuprea,Ducula cuprea,Ducula_badia
Ducula badia,22727856,Mountain Imperial-pigeon,2825,Mountain Imperial-Pigeon,Ducula badia,Ducula badia,Ducula_badia
Ducula lacernulata,22691789,Dark-backed Imperial-pigeon,2829,Dark-backed Imperial-Pigeon,Ducula lacernulata,Ducula lacernulata,Ducula_lacernulata
Ducula lacernulata,22691789,Dark-backed Imperial-pigeon,2830,Dark-backed Imperial-Pigeon (Gray-headed),Ducula lacernulata lacernulata,Ducula lacernulata,Ducula_lacernulata
Ducula lacernulata,22691789,Dark-backed Imperial-pigeon,2831,Dark-backed Imperial-Pigeon (Pink-headed),Ducula lacernulata williami,Ducula lacernulata,Ducula_lacernulata
Ducula lacernulata,22691789,Dark-backed Imperial-pigeon,2832,Dark-backed Imperial-Pigeon (Gray-crowned),Ducula lacernulata sasakensis,Ducula lacernulata,Ducula_lacernulata
Ducula cineracea,22691794,Timor Imperial-pigeon,2833,Timor Imperial-Pigeon,Ducula cineracea,Ducula cineracea,Ducula_cineracea
Ducula bicolor,22691799,Pied Imperial-pigeon,2836,Pied Imperial-Pigeon,Ducula bicolor,Ducula bicolor,Ducula_bicolor
Ducula spilorrhoa,22733554,Torresian Imperial-pigeon,2840,Torresian Imperial-Pigeon,Ducula spilorrhoa,Ducula spilorrhoa,Ducula_spilorrhoa
Ducula subflavescens,22691828,Yellowish Imperial-pigeon,2839,Yellowish Imperial-Pigeon,Ducula subflavescens,Ducula subflavescens,Ducula_subflavescens
Ducula luctuosa,22691807,White Imperial-pigeon,2841,Silver-tipped Imperial-Pigeon,Ducula luctuosa,Ducula luctuosa,Ducula_luctuosa
Alectroenas madagascariensis,22691588,Madagascar Blue-pigeon,2740,Madagascar Blue-Pigeon,Alectroenas madagascariensis,Alectroenas madagascariensis,Alectroenas_madagascariensis
Alectroenas sganzini,22691594,Comoro Blue-pigeon,2741,Comoro Blue-Pigeon,Alectroenas sganzini,Alectroenas sganzini,Alectroenas_sganzini
Alectroenas pulcherrimus,22691605,Seychelles Blue-pigeon,2744,Seychelles Blue-Pigeon,Alectroenas pulcherrimus,Alectroenas pulcherrimus,Alectroenas_pulcherrima
Drepanoptila holosericea,22691585,Cloven-feathered Dove,2737,Cloven-feathered Dove,Drepanoptila holosericea,Drepanoptila holosericea,Drepanoptila_holosericea
Ptilinopus nainus,22691554,Dwarf Fruit-dove,2728,Dwarf Fruit-Dove,Ptilinopus nainus,Ptilinopus nainus,Ptilinopus_naina
Ptilinopus arcanus,22691568,Negros Fruit-dove,2729,Negros Fruit-Dove,Ptilinopus arcanus,Ptilinopus arcanus,Ptilinopus_arcanus
Ptilinopus melanospilus,22691558,Black-naped Fruit-dove,2722,Black-naped Fruit-Dove,Ptilinopus melanospilus,Ptilinopus melanospilus,Ptilinopus_melanospilus
Ptilinopus cinctus,22691302,Black-backed Fruit-dove,2588,Black-backed Fruit-Dove,Ptilinopus cinctus,Ptilinopus cinctus,Ptilinopus_cinctus
Ptilinopus alligator,22691312,Black-banded Fruit-dove,2595,Black-banded Fruit-Dove,Ptilinopus alligator,Ptilinopus alligator,Ptilinopus_cinctus
Ptilinopus dohertyi,22691307,Red-naped Fruit-dove,2596,Red-naped Fruit-Dove,Ptilinopus dohertyi,Ptilinopus dohertyi,Ptilinopus_dohertyi
Ptilinopus porphyreus,22691297,Pink-headed Fruit-dove,2597,Pink-headed Fruit-Dove,Ptilinopus porphyreus,Ptilinopus porphyreus,Ptilinopus_porphyreus
Ptilinopus superbus,22725273,Eastern Superb Fruit-dove,2638,Superb Fruit-Dove,Ptilinopus superbus,Ptilinopus superbus,Ptilinopus_superbus
Ptilinopus superbus,22725273,Eastern Superb Fruit-dove,2639,Superb Fruit-Dove (Western),Ptilinopus superbus temminckii,Ptilinopus superbus,Ptilinopus_superbus
Ptilinopus superbus,22725273,Eastern Superb Fruit-dove,2640,Superb Fruit-Dove (Eastern),Ptilinopus superbus superbus,Ptilinopus superbus,Ptilinopus_superbus
Ptilinopus rivoli,22691505,White-bibbed Fruit-dove,2686,White-breasted Fruit-Dove,Ptilinopus rivoli,Ptilinopus rivoli,Ptilinopus_rivoli
Ptilinopus rivoli,22691505,White-bibbed Fruit-dove,2687,White-breasted Fruit-Dove (Moluccan),Ptilinopus rivoli prasinorrhous,Ptilinopus rivoli,Ptilinopus_rivoli
Ptilinopus rivoli,22691505,White-bibbed Fruit-dove,2688,White-breasted Fruit-Dove (Mountain),Ptilinopus rivoli bellus,Ptilinopus rivoli,Ptilinopus_rivoli
Ptilinopus rivoli,22691505,White-bibbed Fruit-dove,2689,White-breasted Fruit-Dove (White-bibbed),Ptilinopus rivoli [rivoli Group],Ptilinopus rivoli,Ptilinopus_rivoli
Ptilinopus speciosus,22728089,Geelvink Fruit-dove,2693,Geelvink Fruit-Dove,Ptilinopus speciosus,Ptilinopus speciosus,Ptilinopus_solomonensis
Ptilinopus solomonensis,22728082,Yellow-banded Fruit-dove,2694,Yellow-bibbed Fruit-Dove,Ptilinopus solomonensis,Ptilinopus solomonensis,Ptilinopus_solomonensis
Ptilinopus tannensis,22691386,Tanna Fruit-dove,2635,Tanna Fruit-Dove,Ptilinopus tannensis,Ptilinopus tannensis,Ptilinopus_tannensis
Ptilinopus hyogastrus,22691529,Grey-headed Fruit-dove,2720,Gray-headed Fruit-Dove,Ptilinopus hyogastrus,Ptilinopus hyogastrus,Ptilinopus_hyogastrus
Ptilinopus granulifrons,22691539,Carunculated Fruit-dove,2721,Carunculated Fruit-Dove,Ptilinopus granulifrons,Ptilinopus granulifrons,Ptilinopus_granulifrons
Ptilinopus wallacii,22691396,Wallace's Fruit-dove,2637,Wallace's Fruit-Dove,Ptilinopus wallacii,Ptilinopus wallacii,Ptilinopus_wallacii
Ptilinopus aurantiifrons,22691391,Orange-fronted Fruit-dove,2636,Orange-fronted Fruit-Dove,Ptilinopus aurantiifrons,Ptilinopus aurantiifrons,Ptilinopus_aurantiifrons
Ptilinopus ornatus,22728052,Western Ornate Fruit-dove,2632,Ornate Fruit-Dove,Ptilinopus ornatus,Ptilinopus ornatus,Ptilinopus_ornatus
Ptilinopus ornatus,22728052,Western Ornate Fruit-dove,2633,Ornate Fruit-Dove (Western),Ptilinopus ornatus ornatus,Ptilinopus ornatus,Ptilinopus_ornatus
Ptilinopus ornatus,22728052,Western Ornate Fruit-dove,2634,Ornate Fruit-Dove (Eastern),Ptilinopus ornatus gestroi,Ptilinopus ornatus,Ptilinopus_ornatus
Ptilinopus perlatus,22691372,Pink-spotted Fruit-dove,2628,Pink-spotted Fruit-Dove,Ptilinopus perlatus,Ptilinopus perlatus,Ptilinopus_perlatus
Ptilinopus iozonus,22691544,Orange-bellied Fruit-dove,2711,Orange-bellied Fruit-Dove,Ptilinopus iozonus,Ptilinopus iozonus,Ptilinopus_iozonus
Ptilinopus insolitus,22691549,Knob-billed Fruit-dove,2717,Knob-billed Fruit-Dove,Ptilinopus insolitus,Ptilinopus insolitus,Ptilinopus_insolitus
Ptilinopus viridis,22691519,Claret-breasted Fruit-dove,2703,Claret-breasted Fruit-Dove,Ptilinopus viridis,Ptilinopus viridis,Ptilinopus_viridis
Ptilinopus eugeniae,22691524,White-headed Fruit-dove,2710,White-headed Fruit-Dove,Ptilinopus eugeniae,Ptilinopus eugeniae,Ptilinopus_eugeniae
Ptilinopus pulchellus,22691425,Beautiful Fruit-dove,2682,Beautiful Fruit-Dove,Ptilinopus pulchellus,Ptilinopus pulchellus,Ptilinopus_pulchellus
Ptilinopus monacha,22691415,Blue-capped Fruit-dove,2685,Blue-capped Fruit-Dove,Ptilinopus monacha,Ptilinopus monacha,Ptilinopus_monacha
Ptilinopus coronulatus,22691420,Coroneted Fruit-dove,2676,Coroneted Fruit-Dove,Ptilinopus coronulatus,Ptilinopus coronulatus,Ptilinopus_coronulatus
Ptilinopus regina,22691430,Rose-crowned Fruit-dove,2654,Rose-crowned Fruit-Dove,Ptilinopus regina,Ptilinopus regina,Ptilinopus_regina
Ptilinopus dupetithouarsii,22691500,White-capped Fruit-dove,2671,White-capped Fruit-Dove,Ptilinopus dupetithouarsii,Ptilinopus dupetithouarsii,Ptilinopus_dupetithouarsii
Ptilinopus pelewensis,22691460,Palau Fruit-dove,2649,Palau Fruit-Dove,Ptilinopus pelewensis,Ptilinopus pelewensis,Ptilinopus_pelewensis
Ptilinopus richardsii,22691445,Silver-capped Fruit-dove,2660,Silver-capped Fruit-Dove,Ptilinopus richardsii,Ptilinopus richardsii,Ptilinopus_richardsii
Ptilinopus roseicapilla,22691435,Mariana Fruit-dove,2653,Mariana Fruit-Dove,Ptilinopus roseicapilla,Ptilinopus roseicapilla,Ptilinopus_roseicapilla
Ptilinopus ponapensis,22728265,Pohnpei Fruit-dove,2644,Purple-capped Fruit-Dove,Ptilinopus ponapensis,Ptilinopus ponapensis,Ptilinopus_porphyraceus
Ptilinopus hernsheimi,22728074,Kosrae Fruit-dove,2645,Kosrae Fruit-Dove,Ptilinopus hernsheimi,Ptilinopus hernsheimi,Ptilinopus_porphyraceus
Ptilinopus greyi,22691440,Red-bellied Fruit-dove,2669,Red-bellied Fruit-Dove,Ptilinopus greyi,Ptilinopus greyi,Ptilinopus_greyii
Ptilinopus porphyraceus,22728066,Tongan Fruit-dove,2646,Crimson-crowned Fruit-Dove,Ptilinopus porphyraceus,Ptilinopus porphyraceus,Ptilinopus_porphyraceus
Ptilinopus porphyraceus,22728066,Tongan Fruit-dove,2647,Crimson-crowned Fruit-Dove (Tongan),Ptilinopus porphyraceus porphyraceus,Ptilinopus porphyraceus,Ptilinopus_porphyraceus
Ptilinopus porphyraceus,22728066,Tongan Fruit-dove,2648,Crimson-crowned Fruit-Dove (Samoan),Ptilinopus porphyraceus fasciatus,Ptilinopus porphyraceus,Ptilinopus_porphyraceus
Ptilinopus perousii,22691410,Many-coloured Fruit-dove,2641,Many-colored Fruit-Dove,Ptilinopus perousii,Ptilinopus perousii,Ptilinopus_perousii
Ptilinopus huttoni,22691470,Rapa Fruit-dove,2670,Rapa Fruit-Dove,Ptilinopus huttoni,Ptilinopus huttoni,Ptilinopus_huttoni
Ptilinopus insularis,22691490,Henderson Island Fruit-dove,2675,Henderson Island Fruit-Dove,Ptilinopus insularis,Ptilinopus insularis,Ptilinopus_insularis
Ptilinopus chalcurus,22691485,Makatea Fruit-dove,2667,Makatea Fruit-Dove,Ptilinopus chalcurus,Ptilinopus chalcurus,Ptilinopus_chalcurus
Ptilinopus coralensis,22691480,Atoll Fruit-dove,2668,Atoll Fruit-Dove,Ptilinopus coralensis,Ptilinopus coralensis,Ptilinopus_coralensis
Ptilinopus chrysogaster,60760066,Raiatea Fruit-dove,2663,Raiatea Fruit-Dove,Ptilinopus chrysogaster,Ptilinopus chrysogaster,Ptilinopus_purpuratus
Ptilinopus rarotongensis,22691465,Rarotonga Fruit-dove,2650,Cook Islands Fruit-Dove,Ptilinopus rarotongensis,Ptilinopus rarotongensis,Ptilinopus_rarotongensis
Ptilinopus purpuratus,60759996,Grey-green Fruit-dove,2664,Gray-green Fruit-Dove,Ptilinopus purpuratus,Ptilinopus purpuratus,Ptilinopus_purpuratus
Hemiphaga novaeseelandiae,22727557,New Zealand Pigeon,2844,New Zealand Pigeon,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,Hemiphaga_novaeseelandiae
Hemiphaga novaeseelandiae,22727557,New Zealand Pigeon,2845,New Zealand Pigeon (Norfolk I.),Hemiphaga novaeseelandiae spadicea,Hemiphaga novaeseelandiae,Hemiphaga_novaeseelandiae
Hemiphaga novaeseelandiae,22727557,New Zealand Pigeon,2846,New Zealand Pigeon (New Zealand),Hemiphaga novaeseelandiae novaeseelandiae,Hemiphaga novaeseelandiae,Hemiphaga_novaeseelandiae
Hemiphaga chathamensis,22732918,Chatham Islands Pigeon,2847,Chatham Island Pigeon,Hemiphaga chathamensis,Hemiphaga chathamensis,Hemiphaga_novaeseelandiae
Cryptophaps poecilorrhoa,22691847,Sombre Pigeon,2848,Sombre Pigeon,Cryptophaps poecilorrhoa,Cryptophaps poecilorrhoa,Cryptophaps_poecilorrhoa
