city_id,city_name,ebird_species_name,total_city_checklists,total_city_locations,total_city_effort,seasonal,presence,origin,total_presence_checklists,total_presence_effort,total_presence_locations,percentage_checklists,percentage_effort,percentage_locations
11536,Phnom Penh,Ducula badia,2575,200,71819,Resident,Extant,Native,0,0,0,0,0,0
11536,Phnom Penh,Geopelia striata,2575,200,71819,NA,NA,NA,1694,51739,122,65.7864077669903,72.04082485136246,61
11536,Phnom Penh,Spilopelia chinensis,2575,200,71819,Resident,Extant,Native,1171,39326,70,45.47572815533981,54.75709770395021,35
11536,Phnom Penh,Streptopelia tranquebarica,2575,200,71819,Resident,Extant,Native,839,30725,56,32.58252427184466,42.781158189337084,28
11536,Phnom Penh,Treron bicinctus,2575,200,71819,Resident,Extant,Native,0,0,0,0,0,0
11536,Phnom Penh,Treron curvirostra,2575,200,71819,Resident,Extant,Native,5,130,3,0.1941747572815534,0.1810105960818168,1.5
11536,Phnom Penh,Treron phoenicopterus,2575,200,71819,Resident,Extant,Native,0,0,0,0,0,0
11536,Phnom Penh,Treron vernans,2575,200,71819,Resident,Extant,Native,0,0,0,0,0,0
11545,Jambi,Chalcophaps indica,1,1,53,Resident,Extant,Native,0,0,0,0,0,0
11545,Jambi,Ducula aenea,1,1,53,Resident,Extant,Native,0,0,0,0,0,0
11545,Jambi,Ducula badia,1,1,53,Resident,Extant,Native,0,0,0,0,0,0
11545,Jambi,Geopelia striata,1,1,53,Resident,Extant,Native,0,0,0,0,0,0
11545,Jambi,Ptilinopus jambu,1,1,53,Resident,Extant,Native,0,0,0,0,0,0
11545,Jambi,Spilopelia chinensis,1,1,53,Resident,Extant,Native,0,0,0,0,0,0
11545,Jambi,Treron capellei,1,1,53,Resident,Extant,Native,0,0,0,0,0,0
11545,Jambi,Treron curvirostra,1,1,53,Resident,Extant,Native,0,0,0,0,0,0
11545,Jambi,Treron fulvicollis,1,1,53,Resident,Extant,Native,0,0,0,0,0,0
11545,Jambi,Treron olax,1,1,53,Resident,Extant,Native,0,0,0,0,0,0
11545,Jambi,Treron vernans,1,1,53,Resident,Extant,Native,0,0,0,0,0,0
11548,Guilin,Columba livia,4,4,102,Resident,Extant,Introduced,0,0,0,0,0,0
11548,Guilin,Macropygia unchall,4,4,102,Resident,Extant,Native,0,0,0,0,0,0
11548,Guilin,Spilopelia chinensis,4,4,102,Resident,Extant,Native,1,22,1,25,21.568627450980394,25
11548,Guilin,Streptopelia orientalis,4,4,102,Resident,Extant,Native,0,0,0,0,0,0
11548,Guilin,Streptopelia tranquebarica,4,4,102,Resident,Extant,Native,0,0,0,0,0,0
11548,Guilin,Treron sieboldii,4,4,102,Resident,Extant,Native,0,0,0,0,0,0
11549,Benxi,Columba livia,2,1,45,Resident,Extant,Introduced,0,0,0,0,0,0
11549,Benxi,Columba rupestris,2,1,45,Resident,Extant,Native,0,0,0,0,0,0
11549,Benxi,Spilopelia chinensis,2,1,45,Resident,Extant,Introduced,0,0,0,0,0,0
11549,Benxi,Streptopelia decaocto,2,1,45,Resident,Extant,Native,0,0,0,0,0,0
11549,Benxi,Streptopelia orientalis,2,1,45,Resident,Extant,Native,0,0,0,0,0,0
11554,Singapore,Chalcophaps indica,7258,1894,458832,Resident,Extant,Native,48,4415,19,0.6613392119041058,0.9622258255745022,1.0031678986272439
11554,Singapore,Columba livia,7258,1894,458832,Resident,Extant,Introduced,1302,77334,494,17.93882612289887,16.854534993200126,26.08236536430834
11554,Singapore,Ducula aenea,7258,1894,458832,Resident,Extant,Native,18,1039,14,0.24800220446403967,0.2264445374341807,0.7391763463569165
11554,Singapore,Ducula bicolor,7258,1894,458832,Resident,Extant,Native,571,32917,181,7.867181041609259,7.174085504062489,9.55649419218585
11554,Singapore,Geopelia striata,7258,1894,458832,Resident,Extant,Native,779,49311,318,10.732984293193716,10.747070823307878,16.78986272439282
11554,Singapore,Ptilinopus jambu,7258,1894,458832,Resident,Extant,Native,35,4528,9,0.48222650868007716,0.986853576036545,0.4751847940865892
11554,Singapore,Spilopelia chinensis,7258,1894,458832,Resident,Extant,Native,2366,155152,620,32.59851198677322,33.81455521846776,32.734952481520594
11554,Singapore,Streptopelia tranquebarica,7258,1894,458832,Resident,Extant,Native,9,406,9,0.12400110223201984,0.08848554590787042,0.4751847940865892
11554,Singapore,Treron capellei,7258,1894,458832,Resident,Possibly Extinct,Native,0,0,0,0,0,0
11554,Singapore,Treron curvirostra,7258,1894,458832,Resident,Extant,Native,58,6459,17,0.7991182143841279,1.4077047808348153,0.8975712777191129
11554,Singapore,Treron fulvicollis,7258,1894,458832,Resident,Extant,Native,0,0,0,0,0,0
11554,Singapore,Treron olax,7258,1894,458832,Resident,Extant,Native,2,165,2,0.02755580049600441,0.035960874568469504,0.10559662090813093
11554,Singapore,Treron vernans,7258,1894,458832,Resident,Extant,Native,1700,118128,469,23.422430421603746,25.745370854691913,24.762407602956706
11594,Yueyang,Spilopelia chinensis,2,2,10,Resident,Extant,Native,0,0,0,0,0,0
11594,Yueyang,Streptopelia orientalis,2,2,10,Resident,Extant,Native,0,0,0,0,0,0
11594,Yueyang,Streptopelia tranquebarica,2,2,10,Resident,Extant,Native,0,0,0,0,0,0
11594,Yueyang,Treron sieboldii,2,2,10,Resident,Extant,Native,0,0,0,0,0,0
11597,Dalian,Columba livia,15,8,1451,Resident,Extant,Introduced,1,10,1,6.666666666666667,0.6891798759476223,12.5
11597,Dalian,Columba rupestris,15,8,1451,Resident,Extant,Native,2,420,2,13.333333333333334,28.945554789800138,25
11597,Dalian,Spilopelia chinensis,15,8,1451,Resident,Extant,Introduced,0,0,0,0,0,0
11597,Dalian,Streptopelia decaocto,15,8,1451,Resident,Extant,Native,0,0,0,0,0,0
11597,Dalian,Streptopelia orientalis,15,8,1451,Resident,Extant,Native,0,0,0,0,0,0
11604,Batam City,Caloenas nicobarica,3,3,147,Resident,Extant,Native,0,0,0,0,0,0
11604,Batam City,Chalcophaps indica,3,3,147,Resident,Extant,Native,0,0,0,0,0,0
11604,Batam City,Columba argentina,3,3,147,Resident,Possibly Extant,Native,0,0,0,0,0,0
11604,Batam City,Columba livia,3,3,147,Resident,Extant,Introduced,0,0,0,0,0,0
11604,Batam City,Ducula aenea,3,3,147,Resident,Extant,Native,0,0,0,0,0,0
11604,Batam City,Ducula bicolor,3,3,147,Resident,Extant,Native,0,0,0,0,0,0
11604,Batam City,Geopelia striata,3,3,147,Resident,Extant,Native,1,82,1,33.333333333333336,55.78231292517007,33.333333333333336
11604,Batam City,Ptilinopus jambu,3,3,147,Resident,Extant,Native,0,0,0,0,0,0
11604,Batam City,Spilopelia chinensis,3,3,147,Resident,Extant,Native,2,142,2,66.66666666666667,96.59863945578232,66.66666666666667
11604,Batam City,Treron curvirostra,3,3,147,Resident,Extant,Native,0,0,0,0,0,0
11604,Batam City,Treron fulvicollis,3,3,147,Resident,Extant,Native,0,0,0,0,0,0
11604,Batam City,Treron olax,3,3,147,Resident,Extant,Native,0,0,0,0,0,0
11604,Batam City,Treron vernans,3,3,147,Resident,Extant,Native,0,0,0,0,0,0
11608,Wuhan,Columba livia,163,70,15130,Resident,Extant,Introduced,0,0,0,0,0,0
11608,Wuhan,Spilopelia chinensis,163,70,15130,Resident,Extant,Native,107,10503,45,65.6441717791411,69.41837409120951,64.28571428571429
11608,Wuhan,Streptopelia orientalis,163,70,15130,Resident,Extant,Native,88,9447,39,53.987730061349694,62.438863185723726,55.714285714285715
11608,Wuhan,Streptopelia tranquebarica,163,70,15130,Resident,Extant,Native,3,220,3,1.8404907975460123,1.4540647719762063,4.285714285714286
11608,Wuhan,Treron sieboldii,163,70,15130,Resident,Extant,Native,0,0,0,0,0,0
11610,Huaibei,Columba livia,8,5,165,Resident,Extant,Introduced,0,0,0,0,0,0
11610,Huaibei,Columba rupestris,8,5,165,Resident,Extant,Native,0,0,0,0,0,0
11610,Huaibei,Spilopelia chinensis,8,5,165,Resident,Extant,Native,3,50,3,37.5,30.303030303030305,60
11610,Huaibei,Streptopelia decaocto,8,5,165,Resident,Extant,Native,0,0,0,0,0,0
11610,Huaibei,Streptopelia orientalis,8,5,165,Resident,Extant,Native,3,80,2,37.5,48.484848484848484,40
11610,Huaibei,Streptopelia tranquebarica,8,5,165,Resident,Extant,Native,0,0,0,0,0,0
11620,Xuzhou,Columba livia,2,2,28,Resident,Extant,Introduced,0,0,0,0,0,0
11620,Xuzhou,Columba rupestris,2,2,28,Resident,Extant,Native,0,0,0,0,0,0
11620,Xuzhou,Spilopelia chinensis,2,2,28,Resident,Extant,Native,0,0,0,0,0,0
11620,Xuzhou,Streptopelia decaocto,2,2,28,Resident,Extant,Native,0,0,0,0,0,0
11620,Xuzhou,Streptopelia orientalis,2,2,28,Resident,Extant,Native,2,28,2,100,100,100
11620,Xuzhou,Streptopelia tranquebarica,2,2,28,Resident,Extant,Native,0,0,0,0,0,0
11657,Linyi,Columba livia,1,1,18,Resident,Extant,Introduced,0,0,0,0,0,0
11657,Linyi,Columba rupestris,1,1,18,Resident,Extant,Native,0,0,0,0,0,0
11657,Linyi,Spilopelia chinensis,1,1,18,Resident,Extant,Native,0,0,0,0,0,0
11657,Linyi,Streptopelia decaocto,1,1,18,Resident,Extant,Native,0,0,0,0,0,0
11657,Linyi,Streptopelia orientalis,1,1,18,Resident,Extant,Native,0,0,0,0,0,0
11657,Linyi,Streptopelia tranquebarica,1,1,18,Resident,Extant,Native,0,0,0,0,0,0
11683,Long Xuyen,Columba livia,4,4,75,Resident,Extant,Introduced,0,0,0,0,0,0
11683,Long Xuyen,Ducula aenea,4,4,75,Resident,Extant,Native,0,0,0,0,0,0
11683,Long Xuyen,Ducula badia,4,4,75,Resident,Extant,Native,0,0,0,0,0,0
11683,Long Xuyen,Spilopelia chinensis,4,4,75,Resident,Extant,Native,0,0,0,0,0,0
11683,Long Xuyen,Streptopelia tranquebarica,4,4,75,Resident,Extant,Native,1,20,1,25,26.666666666666668,25
11683,Long Xuyen,Treron bicinctus,4,4,75,Resident,Extant,Native,0,0,0,0,0,0
11683,Long Xuyen,Treron curvirostra,4,4,75,Resident,Extant,Native,0,0,0,0,0,0
11683,Long Xuyen,Treron phayrei,4,4,75,Resident,Extant,Native,0,0,0,0,0,0
11683,Long Xuyen,Treron phoenicopterus,4,4,75,Resident,Extant,Native,0,0,0,0,0,0
11683,Long Xuyen,Treron vernans,4,4,75,Resident,Extant,Native,0,0,0,0,0,0
11685,Changsha,Columba livia,24,7,1370,Resident,Extant,Introduced,0,0,0,0,0,0
11685,Changsha,Spilopelia chinensis,24,7,1370,Resident,Extant,Native,6,338,4,25,24.67153284671533,57.142857142857146
11685,Changsha,Streptopelia orientalis,24,7,1370,Resident,Extant,Native,1,30,1,4.166666666666667,2.18978102189781,14.285714285714286
11685,Changsha,Streptopelia tranquebarica,24,7,1370,Resident,Extant,Native,0,0,0,0,0,0
11685,Changsha,Treron sieboldii,24,7,1370,Resident,Extant,Native,0,0,0,0,0,0
11699,Perth,Columba livia,4383,1000,141081,Resident,Extant,Introduced,355,16311,144,8.0994752452658,11.561443426116911,14.4
11699,Perth,Ocyphaps lophotes,4383,1000,141081,Resident,Extant,Native,73,5399,28,1.6655258955053616,3.826879593992104,2.8
11699,Perth,Phaps chalcoptera,4383,1000,141081,Resident,Extant,Native,24,2374,13,0.5475701574264202,1.6827212735946018,1.3
11699,Perth,Phaps elegans,4383,1000,141081,Resident,Extant,Native,0,0,0,0,0,0
11699,Perth,Spilopelia chinensis,4383,1000,141081,Resident,Extant,Introduced,1072,36551,252,24.458133698380106,25.907811824412924,25.2
11699,Perth,Spilopelia senegalensis,4383,1000,141081,Resident,Extant,Introduced,1211,39516,254,27.629477526808124,28.009441384736427,25.4
11712,Xiangtan,Columba livia,1,1,5,Resident,Extant,Introduced,0,0,0,0,0,0
11712,Xiangtan,Spilopelia chinensis,1,1,5,Resident,Extant,Native,0,0,0,0,0,0
11712,Xiangtan,Streptopelia orientalis,1,1,5,Resident,Extant,Native,0,0,0,0,0,0
11712,Xiangtan,Streptopelia tranquebarica,1,1,5,Resident,Extant,Native,0,0,0,0,0,0
11712,Xiangtan,Treron sieboldii,1,1,5,Resident,Extant,Native,0,0,0,0,0,0
11731,Can Tho,Columba livia,5,5,262,Resident,Extant,Introduced,2,201,2,40,76.7175572519084,40
11731,Can Tho,Ducula aenea,5,5,262,Resident,Extant,Native,0,0,0,0,0,0
11731,Can Tho,Ducula badia,5,5,262,Resident,Extant,Native,0,0,0,0,0,0
11731,Can Tho,Geopelia striata,5,5,262,NA,NA,NA,1,141,1,20,53.81679389312977,20
11731,Can Tho,Spilopelia chinensis,5,5,262,Resident,Extant,Native,1,60,1,20,22.900763358778626,20
11731,Can Tho,Streptopelia tranquebarica,5,5,262,Resident,Extant,Native,1,10,1,20,3.816793893129771,20
11731,Can Tho,Treron bicinctus,5,5,262,Resident,Extant,Native,0,0,0,0,0,0
11731,Can Tho,Treron curvirostra,5,5,262,Resident,Extant,Native,0,0,0,0,0,0
11731,Can Tho,Treron phayrei,5,5,262,Resident,Extant,Native,0,0,0,0,0,0
11731,Can Tho,Treron phoenicopterus,5,5,262,Resident,Extant,Native,0,0,0,0,0,0
11731,Can Tho,Treron vernans,5,5,262,Resident,Extant,Native,0,0,0,0,0,0
11763,Yantai,Columba livia,21,4,823,Resident,Extant,Introduced,4,230,2,19.047619047619047,27.946537059538276,50
11763,Yantai,Columba rupestris,21,4,823,Resident,Extant,Native,0,0,0,0,0,0
11763,Yantai,Spilopelia chinensis,21,4,823,Resident,Extant,Native,1,35,1,4.761904761904762,4.25273390036452,25
11763,Yantai,Streptopelia decaocto,21,4,823,Resident,Extant,Native,0,0,0,0,0,0
11763,Yantai,Streptopelia orientalis,21,4,823,Resident,Extant,Native,0,0,0,0,0,0
11763,Yantai,Streptopelia tranquebarica,21,4,823,Resident,Extant,Native,0,0,0,0,0,0
11795,Tianjia‘an,Columba livia,1,1,180,Resident,Extant,Introduced,0,0,0,0,0,0
11795,Tianjia‘an,Spilopelia chinensis,1,1,180,Resident,Extant,Native,1,180,1,100,100,100
11795,Tianjia‘an,Streptopelia orientalis,1,1,180,Resident,Extant,Native,0,0,0,0,0,0
11795,Tianjia‘an,Streptopelia tranquebarica,1,1,180,Resident,Extant,Native,0,0,0,0,0,0
11796,Huangshi,Columba livia,1,1,180,Resident,Extant,Introduced,0,0,0,0,0,0
11796,Huangshi,Spilopelia chinensis,1,1,180,Resident,Extant,Native,0,0,0,0,0,0
11796,Huangshi,Streptopelia orientalis,1,1,180,Resident,Extant,Native,0,0,0,0,0,0
11796,Huangshi,Streptopelia tranquebarica,1,1,180,Resident,Extant,Native,0,0,0,0,0,0
11796,Huangshi,Treron sieboldii,1,1,180,Resident,Extant,Native,0,0,0,0,0,0
11821,Rizhao,Columba livia,61,11,6795,Resident,Extant,Introduced,0,0,0,0,0,0
11821,Rizhao,Columba rupestris,61,11,6795,Resident,Extant,Native,0,0,0,0,0,0
11821,Rizhao,Spilopelia chinensis,61,11,6795,Resident,Extant,Native,15,1545,4,24.59016393442623,22.73730684326711,36.36363636363637
11821,Rizhao,Streptopelia decaocto,61,11,6795,Resident,Extant,Native,0,0,0,0,0,0
11821,Rizhao,Streptopelia orientalis,61,11,6795,Resident,Extant,Native,10,1065,4,16.39344262295082,15.673289183222957,36.36363636363637
11821,Rizhao,Streptopelia tranquebarica,61,11,6795,Resident,Extant,Native,0,0,0,0,0,0
11824,Dandong,Columba livia,7,6,145,Resident,Extant,Introduced,0,0,0,0,0,0
11824,Dandong,Columba rupestris,7,6,145,Resident,Extant,Native,0,0,0,0,0,0
11824,Dandong,Spilopelia chinensis,7,6,145,Resident,Extant,Introduced,0,0,0,0,0,0
11824,Dandong,Streptopelia decaocto,7,6,145,Resident,Extant,Native,0,0,0,0,0,0
11824,Dandong,Streptopelia orientalis,7,6,145,Resident,Extant,Native,0,0,0,0,0,0
11826,My Tho,Columba livia,3,3,85,Resident,Extant,Introduced,1,10,1,33.333333333333336,11.764705882352942,33.333333333333336
11826,My Tho,Ducula aenea,3,3,85,Resident,Extant,Native,0,0,0,0,0,0
11826,My Tho,Ducula badia,3,3,85,Resident,Extant,Native,0,0,0,0,0,0
11826,My Tho,Geopelia striata,3,3,85,NA,NA,NA,2,25,2,66.66666666666667,29.41176470588235,66.66666666666667
11826,My Tho,Spilopelia chinensis,3,3,85,Resident,Extant,Native,1,10,1,33.333333333333336,11.764705882352942,33.333333333333336
11826,My Tho,Streptopelia tranquebarica,3,3,85,Resident,Extant,Native,0,0,0,0,0,0
11826,My Tho,Treron bicinctus,3,3,85,Resident,Extant,Native,0,0,0,0,0,0
11826,My Tho,Treron curvirostra,3,3,85,Resident,Extant,Native,0,0,0,0,0,0
11826,My Tho,Treron phoenicopterus,3,3,85,Resident,Extant,Native,0,0,0,0,0,0
11826,My Tho,Treron vernans,3,3,85,Resident,Extant,Native,0,0,0,0,0,0
11828,Qingdao,Columba livia,94,46,5194,Resident,Extant,Introduced,3,290,3,3.1914893617021276,5.583365421640354,6.521739130434782
11828,Qingdao,Columba rupestris,94,46,5194,Resident,Extant,Native,2,89,2,2.127659574468085,1.713515594917212,4.3478260869565215
11828,Qingdao,Spilopelia chinensis,94,46,5194,Resident,Extant,Native,24,1362,19,25.53191489361702,26.22256449749711,41.30434782608695
11828,Qingdao,Streptopelia decaocto,94,46,5194,Resident,Extant,Native,0,0,0,0,0,0
11828,Qingdao,Streptopelia orientalis,94,46,5194,Resident,Extant,Native,4,435,4,4.25531914893617,8.375048132460531,8.695652173913043
11828,Qingdao,Streptopelia tranquebarica,94,46,5194,Resident,Extant,Native,0,0,0,0,0,0
11845,Huangdao,Columba livia,4,2,430,Resident,Extant,Introduced,0,0,0,0,0,0
11845,Huangdao,Columba rupestris,4,2,430,Resident,Extant,Native,0,0,0,0,0,0
11845,Huangdao,Spilopelia chinensis,4,2,430,Resident,Extant,Native,0,0,0,0,0,0
11845,Huangdao,Streptopelia decaocto,4,2,430,Resident,Extant,Native,0,0,0,0,0,0
11845,Huangdao,Streptopelia orientalis,4,2,430,Resident,Extant,Native,1,180,1,25,41.86046511627907,50
11845,Huangdao,Streptopelia tranquebarica,4,2,430,Resident,Extant,Native,0,0,0,0,0,0
11856,Ho Chi Minh City,Chalcophaps indica,166,89,5229,Resident,Extant,Native,0,0,0,0,0,0
11856,Ho Chi Minh City,Columba livia,166,89,5229,Resident,Extant,Introduced,55,1713,39,33.13253012048193,32.759609868043604,43.82022471910113
11856,Ho Chi Minh City,Ducula aenea,166,89,5229,Resident,Extant,Native,0,0,0,0,0,0
11856,Ho Chi Minh City,Ducula badia,166,89,5229,Resident,Extant,Native,0,0,0,0,0,0
11856,Ho Chi Minh City,Geopelia striata,166,89,5229,NA,NA,NA,24,1110,17,14.457831325301205,21.227768215720022,19.10112359550562
11856,Ho Chi Minh City,Spilopelia chinensis,166,89,5229,Resident,Extant,Native,67,2655,36,40.36144578313253,50.774526678141136,40.449438202247194
11856,Ho Chi Minh City,Streptopelia tranquebarica,166,89,5229,Resident,Extant,Native,6,324,4,3.6144578313253013,6.196213425129088,4.49438202247191
11856,Ho Chi Minh City,Treron bicinctus,166,89,5229,Resident,Extant,Native,0,0,0,0,0,0
11856,Ho Chi Minh City,Treron curvirostra,166,89,5229,Resident,Extant,Native,0,0,0,0,0,0
11856,Ho Chi Minh City,Treron phayrei,166,89,5229,Resident,Extant,Native,0,0,0,0,0,0
11856,Ho Chi Minh City,Treron phoenicopterus,166,89,5229,Resident,Extant,Native,0,0,0,0,0,0
11856,Ho Chi Minh City,Treron seimundi,166,89,5229,Resident,Extant,Native,0,0,0,0,0,0
11856,Ho Chi Minh City,Treron vernans,166,89,5229,Resident,Extant,Native,1,150,1,0.6024096385542169,2.8686173264486516,1.1235955056179776
11878,Đà Nẵng,Chalcophaps indica,63,33,2068,Resident,Extant,Native,0,0,0,0,0,0
11878,Đà Nẵng,Columba livia,63,33,2068,Resident,Extant,Introduced,9,162,8,14.285714285714286,7.833655705996131,24.242424242424242
11878,Đà Nẵng,Ducula aenea,63,33,2068,Resident,Extant,Native,0,0,0,0,0,0
11878,Đà Nẵng,Ducula badia,63,33,2068,Resident,Extant,Native,0,0,0,0,0,0
11878,Đà Nẵng,Geopelia striata,63,33,2068,NA,NA,NA,3,198,2,4.761904761904762,9.574468085106384,6.0606060606060606
11878,Đà Nẵng,Macropygia unchall,63,33,2068,Resident,Extant,Native,0,0,0,0,0,0
11878,Đà Nẵng,Spilopelia chinensis,63,33,2068,Resident,Extant,Native,10,261,4,15.873015873015873,12.620889748549324,12.121212121212121
11878,Đà Nẵng,Streptopelia orientalis,63,33,2068,NA,NA,NA,1,5,1,1.5873015873015872,0.24177949709864605,3.0303030303030303
11878,Đà Nẵng,Streptopelia tranquebarica,63,33,2068,Resident,Extant,Native,0,0,0,0,0,0
11878,Đà Nẵng,Treron bicinctus,63,33,2068,Resident,Extant,Native,0,0,0,0,0,0
11878,Đà Nẵng,Treron curvirostra,63,33,2068,Resident,Extant,Native,0,0,0,0,0,0
11878,Đà Nẵng,Treron phayrei,63,33,2068,Resident,Extant,Native,0,0,0,0,0,0
11878,Đà Nẵng,Treron seimundi,63,33,2068,Resident,Extant,Native,0,0,0,0,0,0
11878,Đà Nẵng,Treron sieboldii,63,33,2068,Resident,Extant,Native,0,0,0,0,0,0
11892,Cilegon,Chalcophaps indica,1,1,15,Resident,Extant,Native,0,0,0,0,0,0
11892,Cilegon,Columba livia,1,1,15,Resident,Extant,Introduced,0,0,0,0,0,0
11892,Cilegon,Ducula aenea,1,1,15,Resident,Extant,Native,0,0,0,0,0,0
11892,Cilegon,Ducula bicolor,1,1,15,Resident,Extant,Native,0,0,0,0,0,0
11892,Cilegon,Geopelia striata,1,1,15,Resident,Extant,Native,0,0,0,0,0,0
11892,Cilegon,Macropygia emiliana,1,1,15,Resident,Extant,Native,0,0,0,0,0,0
11892,Cilegon,Macropygia modiglianii,1,1,15,Resident,Extant,Native,0,0,0,0,0,0
11892,Cilegon,Macropygia ruficeps,1,1,15,Resident,Extant,Native,0,0,0,0,0,0
11892,Cilegon,Ptilinopus jambu,1,1,15,Resident,Possibly Extinct,Native,0,0,0,0,0,0
11892,Cilegon,Ptilinopus melanospilus,1,1,15,Resident,Extant,Native,0,0,0,0,0,0
11892,Cilegon,Spilopelia chinensis,1,1,15,Resident,Extant,Native,0,0,0,0,0,0
11892,Cilegon,Streptopelia bitorquata,1,1,15,Resident,Extant,Native,0,0,0,0,0,0
11892,Cilegon,Streptopelia tranquebarica,1,1,15,Resident,Extant,Introduced,0,0,0,0,0,0
11892,Cilegon,Treron bicinctus,1,1,15,Resident,Extant,Native,0,0,0,0,0,0
11892,Cilegon,Treron curvirostra,1,1,15,Resident,Extant,Native,0,0,0,0,0,0
11892,Cilegon,Treron griseicauda,1,1,15,Resident,Extant,Native,0,0,0,0,0,0
11892,Cilegon,Treron olax,1,1,15,Resident,Extant,Native,0,0,0,0,0,0
11892,Cilegon,Treron vernans,1,1,15,Resident,Extant,Native,0,0,0,0,0,0
11900,Zhanjiang,Chalcophaps indica,5,5,245,Resident,Extant,Native,0,0,0,0,0,0
11900,Zhanjiang,Columba livia,5,5,245,Resident,Extant,Introduced,0,0,0,0,0,0
11900,Zhanjiang,Spilopelia chinensis,5,5,245,Resident,Extant,Native,0,0,0,0,0,0
11900,Zhanjiang,Streptopelia orientalis,5,5,245,Resident,Extant,Native,0,0,0,0,0,0
11900,Zhanjiang,Streptopelia tranquebarica,5,5,245,Resident,Extant,Native,0,0,0,0,0,0
11900,Zhanjiang,Treron sieboldii,5,5,245,Resident,Extant,Native,0,0,0,0,0,0
11920,Jakarta,Chalcophaps indica,415,227,18152,Resident,Extant,Native,0,0,0,0,0,0
11920,Jakarta,Columba livia,415,227,18152,Resident,Extant,Introduced,36,2059,31,8.674698795180722,11.34310268840899,13.656387665198238
11920,Jakarta,Ducula aenea,415,227,18152,Resident,Extant,Native,0,0,0,0,0,0
11920,Jakarta,Ducula badia,415,227,18152,Resident,Extant,Native,0,0,0,0,0,0
11920,Jakarta,Ducula bicolor,415,227,18152,Resident,Extant,Native,0,0,0,0,0,0
11920,Jakarta,Ducula lacernulata,415,227,18152,Resident,Extant,Native,0,0,0,0,0,0
11920,Jakarta,Geopelia striata,415,227,18152,Resident,Extant,Native,50,2862,36,12.048192771084338,15.766857646540327,15.859030837004406
11920,Jakarta,Macropygia emiliana,415,227,18152,Resident,Extant,Native,0,0,0,0,0,0
11920,Jakarta,Macropygia modiglianii,415,227,18152,Resident,Extant,Native,0,0,0,0,0,0
11920,Jakarta,Macropygia ruficeps,415,227,18152,Resident,Extant,Native,0,0,0,0,0,0
11920,Jakarta,Macropygia unchall,415,227,18152,Resident,Extant,Native,1,5,1,0.24096385542168675,0.02754517408550022,0.44052863436123346
11920,Jakarta,Ptilinopus jambu,415,227,18152,Resident,Possibly Extinct,Native,0,0,0,0,0,0
11920,Jakarta,Ptilinopus melanospilus,415,227,18152,Resident,Extant,Native,3,379,2,0.7228915662650602,2.087924195680917,0.8810572687224669
11920,Jakarta,Ptilinopus porphyreus,415,227,18152,Resident,Extant,Native,0,0,0,0,0,0
11920,Jakarta,Spilopelia chinensis,415,227,18152,Resident,Extant,Native,179,9216,100,43.13253012048193,50.77126487439401,44.052863436123346
11920,Jakarta,Streptopelia bitorquata,415,227,18152,Resident,Extant,Native,15,1288,10,3.6144578313253013,7.095636844424857,4.405286343612334
11920,Jakarta,Streptopelia tranquebarica,415,227,18152,Resident,Extant,Introduced,1,120,1,0.24096385542168675,0.6610841780520053,0.44052863436123346
11920,Jakarta,Treron bicinctus,415,227,18152,Resident,Extant,Native,1,60,1,0.24096385542168675,0.33054208902600263,0.44052863436123346
11920,Jakarta,Treron griseicauda,415,227,18152,Resident,Extant,Native,2,300,2,0.4819277108433735,1.6527104451300132,0.8810572687224669
11920,Jakarta,Treron olax,415,227,18152,Resident,Extant,Native,0,0,0,0,0,0
11920,Jakarta,Treron oxyurus,415,227,18152,Resident,Extant,Native,0,0,0,0,0,0
11920,Jakarta,Treron sphenurus,415,227,18152,Resident,Extant,Native,0,0,0,0,0,0
11920,Jakarta,Treron vernans,415,227,18152,Resident,Extant,Native,67,3998,38,16.14457831325301,22.025121198765977,16.740088105726873
11939,Hefei,Columba livia,42,11,2666,Resident,Extant,Introduced,0,0,0,0,0,0
11939,Hefei,Spilopelia chinensis,42,11,2666,Resident,Extant,Native,18,1101,6,42.857142857142854,41.29782445611403,54.54545454545455
11939,Hefei,Streptopelia orientalis,42,11,2666,Resident,Extant,Native,12,544,5,28.571428571428573,20.40510127531883,45.45454545454545
11939,Hefei,Streptopelia tranquebarica,42,11,2666,Resident,Extant,Native,0,0,0,0,0,0
11983,Haikou,Chalcophaps indica,38,17,3399,Resident,Extant,Native,0,0,0,0,0,0
11983,Haikou,Ducula aenea,38,17,3399,Resident,Extant,Native,0,0,0,0,0,0
11983,Haikou,Ducula badia,38,17,3399,Resident,Extant,Native,0,0,0,0,0,0
11983,Haikou,Spilopelia chinensis,38,17,3399,Resident,Extant,Native,7,727,4,18.42105263157895,21.388643718740806,23.529411764705884
11983,Haikou,Streptopelia orientalis,38,17,3399,Resident,Extant,Native,1,237,1,2.6315789473684212,6.972639011473963,5.882352941176471
11983,Haikou,Streptopelia tranquebarica,38,17,3399,Resident,Extant,Native,0,0,0,0,0,0
11983,Haikou,Treron bicinctus,38,17,3399,Resident,Extant,Native,0,0,0,0,0,0
11983,Haikou,Treron curvirostra,38,17,3399,Resident,Extant,Native,0,0,0,0,0,0
11983,Haikou,Treron sieboldii,38,17,3399,Resident,Extant,Native,0,0,0,0,0,0
